cms_certification_number,association_date,owners,pcts,combo_key
,2023-09-27,LION 26 HOLDINGS LLC,NO PERCENTAGE PROVIDED,LION 26 HOLDINGS LLC||NO PERCENTAGE PROVIDED
,2023-09-28,"DIVINE SUPERIOR HOLDCO, LLC | GOLDSTAR - DIVINE HOLDING SUPERIOR, LLC | GOLDSTAR CAPITAL PARTNERS LLC | GOLDSTAR WISCONSIN ASSOCIATES, LLC | HVH MAPLES OPERATIONS HOLDINGS LLC | MARKOVITS, ISAAK | PC HMH HOLDINGS 2 LLC | PC HMH OPCO HOLDINGS 2 LLC | PEACE CAPITAL HOLDINGS LLC (DE) | RICHLAND, ILAN | SABRINA 1818 HOLDINGS LLC | SAESSY IRREVOCABLE TRUST | SMS 2021 TRUST | STEIN, SHALOM | TATIRIQ IRREVOCABLE TRUST",NO PERCENTAGE PROVIDED | 100% | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | 100% | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | 100% | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED,"DIVINE SUPERIOR HOLDCO, LLC | GOLDSTAR - DIVINE HOLDING SUPERIOR, LLC | GOLDSTAR CAPITAL PARTNERS LLC | GOLDSTAR WISCONSIN ASSOCIATES, LLC | HVH MAPLES OPERATIONS HOLDINGS LLC | MARKOVITS, ISAAK | PC HMH HOLDINGS 2 LLC | PC HMH OPCO HOLDINGS 2 LLC | PEACE CAPITAL HOLDINGS LLC (DE) | RICHLAND, ILAN | SABRINA 1818 HOLDINGS LLC | SAESSY IRREVOCABLE TRUST | SMS 2021 TRUST | STEIN, SHALOM | TATIRIQ IRREVOCABLE TRUST||NO PERCENTAGE PROVIDED | 100% | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | 100% | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | 100% | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED"
,2023-09-29,"BENT PHILIPSON 2011 FAMILY TRUST | CYPRESS HEALTHCARE GROUP LLC | CYPRESS HEALTHCARE GROUP LLC | CYPRESS HEALTHCARE GROUP LLC | DEBORAH PHILIPSON 2011 FAMILY TRUST | GREEN, DOV | HILLCREST OPCO HOLDINGS LLC | JACKSON, MATTHEW | JACKSON, MATTHEW | JACKSON, MATTHEW | JACKSON, ROBERT | JACKSON, ROBERT | JACKSON, ROBERT | PHILIPSON FAMILY LIMITED LIABILITY COMPANY, LLC | SANOFSKY, JACK | SANOFSKY, JACK | SANOFSKY, JACK | SCHNELL, DAVID",NO PERCENTAGE PROVIDED | 100% | 100% | 100% | NO PERCENTAGE PROVIDED | 35% | 100% | 33% | 33% | 33% | 33% | 33% | 33% | NO PERCENTAGE PROVIDED | 33% | 33% | 33% | 15%,"BENT PHILIPSON 2011 FAMILY TRUST | CYPRESS HEALTHCARE GROUP LLC | CYPRESS HEALTHCARE GROUP LLC | CYPRESS HEALTHCARE GROUP LLC | DEBORAH PHILIPSON 2011 FAMILY TRUST | GREEN, DOV | HILLCREST OPCO HOLDINGS LLC | JACKSON, MATTHEW | JACKSON, MATTHEW | JACKSON, MATTHEW | JACKSON, ROBERT | JACKSON, ROBERT | JACKSON, ROBERT | PHILIPSON FAMILY LIMITED LIABILITY COMPANY, LLC | SANOFSKY, JACK | SANOFSKY, JACK | SANOFSKY, JACK | SCHNELL, DAVID||NO PERCENTAGE PROVIDED | 100% | 100% | 100% | NO PERCENTAGE PROVIDED | 35% | 100% | 33% | 33% | 33% | 33% | 33% | 33% | NO PERCENTAGE PROVIDED | 33% | 33% | 33% | 15%"
,2023-10-01,"AMIN FAMILY LIMITED PARTNERSHIP | BANSAL, JAGAN | BANSAL, MANEESH | CALIBER ADVISORS, LLC | CASA HEALTHCARE, LLC | CHARLY BELLO FAMILY LIMITED PARTNERSHIP | CRESTVIEW TRUST | DOVER RUXPIN FAMILY LIMITED PARTNERSHIP | FEY, DANIEL | M5 OPERATIONS, LLC | MAZE FAMILY LIMITED PARTNERSHIP | MOODY, CHARLES | MYERS LIVING TRUST | MYERS, WALTER | PICKD LLC | PRUITT, NEIL | PRUITT, NEIL | PRUITT, NEIL | RIMPAU HOLDINGS TRUST | STOUT, SCOTT | SWAIN, JARED | UHS-PRUITT HOLDINGS, INC. | UHS-PRUITT HOLDINGS, INC. | UHS-PRUITT HOLDINGS, INC. | UNITED HEALTH SERVICES INC | UNITED HEALTH SERVICES INC | UNITED HEALTH SERVICES INC | UNITED HEALTH SERVICES OF GEORGIA, INC. | UNITED HEALTH SERVICES OF GEORGIA, INC. | UNITED HEALTH SERVICES OF GEORGIA, INC. | WLC MANAGEMENT FIRM LLC",10% | 50% | 50% | NO PERCENTAGE PROVIDED | 100% | 23% | NO PERCENTAGE PROVIDED | 10% | 10% | 73% | 40% | 73% | 6% | 40% | 7% | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | 100% | 23% | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | 100% | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | 99% | 99% | 99% | 100%,"AMIN FAMILY LIMITED PARTNERSHIP | BANSAL, JAGAN | BANSAL, MANEESH | CALIBER ADVISORS, LLC | CASA HEALTHCARE, LLC | CHARLY BELLO FAMILY LIMITED PARTNERSHIP | CRESTVIEW TRUST | DOVER RUXPIN FAMILY LIMITED PARTNERSHIP | FEY, DANIEL | M5 OPERATIONS, LLC | MAZE FAMILY LIMITED PARTNERSHIP | MOODY, CHARLES | MYERS LIVING TRUST | MYERS, WALTER | PICKD LLC | PRUITT, NEIL | PRUITT, NEIL | PRUITT, NEIL | RIMPAU HOLDINGS TRUST | STOUT, SCOTT | SWAIN, JARED | UHS-PRUITT HOLDINGS, INC. | UHS-PRUITT HOLDINGS, INC. | UHS-PRUITT HOLDINGS, INC. | UNITED HEALTH SERVICES INC | UNITED HEALTH SERVICES INC | UNITED HEALTH SERVICES INC | UNITED HEALTH SERVICES OF GEORGIA, INC. | UNITED HEALTH SERVICES OF GEORGIA, INC. | UNITED HEALTH SERVICES OF GEORGIA, INC. | WLC MANAGEMENT FIRM LLC||10% | 50% | 50% | NO PERCENTAGE PROVIDED | 100% | 23% | NO PERCENTAGE PROVIDED | 10% | 10% | 73% | 40% | 73% | 6% | 40% | 7% | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | 100% | 23% | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | 100% | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | 99% | 99% | 99% | 100%"
,2023-10-06,CHAIM RAJCHENBACH DESCENDANTS TR UA 04282008 | DOROS GENERATION TRUST U/A/D 1/3/12 | GPN FAM TR UA 04282008 | GPN FAMILY TRUST U/A/D 04/28/08 | NATHAN & SHIRLEY ROTHNER FAMILY TRUST | OAKWAY OPERATIONS LLC,60% | 26% | 60% | 60% | 100% | 15%,CHAIM RAJCHENBACH DESCENDANTS TR UA 04282008 | DOROS GENERATION TRUST U/A/D 1/3/12 | GPN FAM TR UA 04282008 | GPN FAMILY TRUST U/A/D 04/28/08 | NATHAN & SHIRLEY ROTHNER FAMILY TRUST | OAKWAY OPERATIONS LLC||60% | 26% | 60% | 60% | 100% | 15%
,2023-10-10,"PC MIDDLEBURY OPCO LLC | PC MIDDLEBURY TOPCO LLC | PEACE CAPITAL HOLDINGS II LLC | SMS 2021 TRUST | STEIN, SHALOM",100% | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED,"PC MIDDLEBURY OPCO LLC | PC MIDDLEBURY TOPCO LLC | PEACE CAPITAL HOLDINGS II LLC | SMS 2021 TRUST | STEIN, SHALOM||100% | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED"
,2023-10-12,"KOLMAN, ROBERT | KOLMAN, ROBERT | RK SNF CONSULTING CORP | RK SNF CONSULTING CORP",NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED,"KOLMAN, ROBERT | KOLMAN, ROBERT | RK SNF CONSULTING CORP | RK SNF CONSULTING CORP||NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED"
,2023-10-16,"ERBLICH, AVRAHAM | ERBLICH, AVRAHAM | ETN FAMILY HOLDINGS LLC | ETN FAMILY HOLDINGS LLC | FRIEDMAN, SHANA | FRIEDMAN, SHANA | STERN, BEZALEL | STERN, BEZALEL | TLCO HOLDINGS LLC | TLCO HOLDINGS LLC",24% | 24% | 20% | 20% | 11% | 11% | 9% | 9% | 20% | 20%,"ERBLICH, AVRAHAM | ERBLICH, AVRAHAM | ETN FAMILY HOLDINGS LLC | ETN FAMILY HOLDINGS LLC | FRIEDMAN, SHANA | FRIEDMAN, SHANA | STERN, BEZALEL | STERN, BEZALEL | TLCO HOLDINGS LLC | TLCO HOLDINGS LLC||24% | 24% | 20% | 20% | 11% | 11% | 9% | 9% | 20% | 20%"
,2023-10-20,"505 WILLIAM THOMASON BYWAY REALTY LLC | BLOOM, DAVID | ENCORE HEALTH PARTNERS 2 LLC | ENCORE HEALTH PARTNERS LLC | ENCORE INVESTORS LLC | ENCORE INVESTORS LLC | ENCORE INVESTORS LLC | ENCORE INVESTORS LLC | ENCORE INVESTORS LLC | ENCORE INVESTORS LLC | ENCORE INVESTORS LLC | ENCORE PARENT HOLDINGS LLC | ENCORE PARENT HOLDINGS LLC | ENCORE PARENT HOLDINGS LLC | ENCORE PARENT HOLDINGS LLC | ENCORE PARENT HOLDINGS LLC | ENCORE PARENT HOLDINGS LLC | ENCORE REALTY 2 LLC | GEFNER FAMILY HOLDING LLC | GEFNER, DAVID | GRINSPAN, ELI | GRINSPAN, ISAAC | J & R FAMILY INVESTMENTS, LLC | J&R KC DERBY KY FAMILY INVESTMENTS LLC | KC DERBY KY JV LLC | KC DERBY KY PARENT LLC | KC DERBY KY PARTNERS LLC | LANDAU FAMILY INVESTMENT TRUST | MILESTONE HEALTHCARE LLC | PERIGROVE 1034 LLC | RUBENSTEIN, DAVID | THE ENSIGN GROUP INC",NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | 100% | 100% | NO PERCENTAGE PROVIDED | 100% | 100% | 100% | 100% | 100% | 100% | 100% | 100% | 100% | 100% | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | 100% | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | 100%,"505 WILLIAM THOMASON BYWAY REALTY LLC | BLOOM, DAVID | ENCORE HEALTH PARTNERS 2 LLC | ENCORE HEALTH PARTNERS LLC | ENCORE INVESTORS LLC | ENCORE INVESTORS LLC | ENCORE INVESTORS LLC | ENCORE INVESTORS LLC | ENCORE INVESTORS LLC | ENCORE INVESTORS LLC | ENCORE INVESTORS LLC | ENCORE PARENT HOLDINGS LLC | ENCORE PARENT HOLDINGS LLC | ENCORE PARENT HOLDINGS LLC | ENCORE PARENT HOLDINGS LLC | ENCORE PARENT HOLDINGS LLC | ENCORE PARENT HOLDINGS LLC | ENCORE REALTY 2 LLC | GEFNER FAMILY HOLDING LLC | GEFNER, DAVID | GRINSPAN, ELI | GRINSPAN, ISAAC | J & R FAMILY INVESTMENTS, LLC | J&R KC DERBY KY FAMILY INVESTMENTS LLC | KC DERBY KY JV LLC | KC DERBY KY PARENT LLC | KC DERBY KY PARTNERS LLC | LANDAU FAMILY INVESTMENT TRUST | MILESTONE HEALTHCARE LLC | PERIGROVE 1034 LLC | RUBENSTEIN, DAVID | THE ENSIGN GROUP INC||NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | 100% | 100% | NO PERCENTAGE PROVIDED | 100% | 100% | 100% | 100% | 100% | 100% | 100% | 100% | 100% | 100% | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | 100% | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | 100%"
,2023-10-31,"HERTANU, CHAIM",100%,"HERTANU, CHAIM||100%"
,2023-11-01,"15TH STREET EAST SNF PARENT LLC | AIH HOLDINGS 10 LLC | AMERICAN HEALTHCARE REIT HOLDINGS LP | AMERICAN HEALTHCARE REIT, INC. | ASP FL HOLDINGS LLC | ASP FL LLC | ASPIRE INVESTORS HOLDINGS II LLC | ASPIRE INVESTORS HOLDINGS LLC | BERGER FAM TR UA 06252014 | BERGER FAM TR UA 06252014 | BERGER FAM TR UA 06252014 | BLUE PEARL FINANCIAL LLC | BLUE PEARL FINANCIAL LLC | BLUE PEARL FINANCIAL LLC | CARR, BARRY | CARR, BARRY | CARR, BARRY | CONTINENTAL MERGER SUB, LLC | COPPER NJ TRUST | CRAWFORD CARE CENTER OPCO LLC | DAGAN, AMITAI | FIELDS, TIMOTHY | FIELDS, TIMOTHY | FIELDS, TIMOTHY | FREUND, NOCHUM | GAHC3 TRILOGY JV, LLC | GAHC4 TRILOGY JV, LLC | GIBSON REST AND CONVALESCENT HOME INC | GOLD NJ TRUST | GOLDBERG, NATHAN | GOLDBERGER, FAIGY | GRAF HOLDINGS LLC | GRINSPAN, ARYEH | GRINSPAN, ARYEH | HAUTCO HOLDINGS LLC | IGNITE CROWN POINT JV LLC | IGNITE DYER JV LLC | IGNITE DYER JV LLC | IGNITE MEDICAL RESORT CROWN POINT LLC | IGNITE MEDICAL RESORT DYER LLC | IGNITE MEDICAL RESORT DYER LLC | IGNITE POST ACUTE SOLUTIONS LLC | IGNITE POST ACUTE SOLUTIONS LLC | IGNITE POST ACUTE SOLUTIONS LLC | IGNITE-VILLA HOLDCO LLC | IGNITE-VILLA HOLDCO LLC | IGNITE-VILLA HOLDCO LLC | INSEL, DOVID | ISRAEL FAMILY INVESTMENT TR | ISRAEL FAMILY INVESTMENT TR | ISRAEL FAMILY INVESTMENT TR | ISRAEL INVESTMENT TR | ISRAEL INVESTMENT TR | ISRAEL INVESTMENT TR | KORN, ELI | KORN, ELI | MALT FAMILY TRUST | MEISNER, ROBERT | MYSTIC MEADOWS HOLDCO LLC | NAVAS-MIGUELOA, LUIS | NJ MAZEL PARENTCO LLC | NJ NOBLE PARENTCO LLC | NORTHSTAR HEALTHCARE INCOME INC | NORTHSTAR HEALTHCARE INCOME OPERATING PARTNERSHIP LP | PENNWOOD HOLDINGS LLC | PENNWOOD HOLDINGS LLC | PRESTIGE WORLDWIDE CROWN POINT LLC | PRESTIGE WORLDWIDE DYER LLC | PRESTIGE WORLDWIDE DYER LLC | RICHMOND, GREGORY | RICHMOND, JENNIFER | SGS 2010 FAMILY TRUST | SILVER NJ TR | SMILOW, ABRAHAM | SOUTH GEORGIA MEDICAL CENTER INC | STERN FAMILY INVESTMENT TR | STERN FAMILY INVESTMENT TR | STERN FAMILY INVESTMENT TR | TODD, TRACI | TOF I OPCO HOLDCO, LLC | TRILOGY HEALTHCARE HOLDINGS, INC. | TRILOGY HOLDINGS NT-HCI, LLC | TRILOGY INVESTORS, LLC | TRILOGY OPPORTUNITY FUND I, LLC | TRILOGY REAL ESTATE INVESTMENT TRUST | TRILOGY REIT HOLDINGS, LLC | TYH 2017 TRUST | WIELGUS, GEDALIAH | WIELGUS, GEDALIAH",100% | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | 100% | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | 100% | NO PERCENTAGE PROVIDED | 33% | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | 40% | 40% | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | 100% | 100% | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | 33% | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | 20% | 20% | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | 100% | 34% | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | 100% | 100% | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | 50% | 50% | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | 95% | 100% | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | 34% | 100% | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | 40% | 40%,"15TH STREET EAST SNF PARENT LLC | AIH HOLDINGS 10 LLC | AMERICAN HEALTHCARE REIT HOLDINGS LP | AMERICAN HEALTHCARE REIT, INC. | ASP FL HOLDINGS LLC | ASP FL LLC | ASPIRE INVESTORS HOLDINGS II LLC | ASPIRE INVESTORS HOLDINGS LLC | BERGER FAM TR UA 06252014 | BERGER FAM TR UA 06252014 | BERGER FAM TR UA 06252014 | BLUE PEARL FINANCIAL LLC | BLUE PEARL FINANCIAL LLC | BLUE PEARL FINANCIAL LLC | CARR, BARRY | CARR, BARRY | CARR, BARRY | CONTINENTAL MERGER SUB, LLC | COPPER NJ TRUST | CRAWFORD CARE CENTER OPCO LLC | DAGAN, AMITAI | FIELDS, TIMOTHY | FIELDS, TIMOTHY | FIELDS, TIMOTHY | FREUND, NOCHUM | GAHC3 TRILOGY JV, LLC | GAHC4 TRILOGY JV, LLC | GIBSON REST AND CONVALESCENT HOME INC | GOLD NJ TRUST | GOLDBERG, NATHAN | GOLDBERGER, FAIGY | GRAF HOLDINGS LLC | GRINSPAN, ARYEH | GRINSPAN, ARYEH | HAUTCO HOLDINGS LLC | IGNITE CROWN POINT JV LLC | IGNITE DYER JV LLC | IGNITE DYER JV LLC | IGNITE MEDICAL RESORT CROWN POINT LLC | IGNITE MEDICAL RESORT DYER LLC | IGNITE MEDICAL RESORT DYER LLC | IGNITE POST ACUTE SOLUTIONS LLC | IGNITE POST ACUTE SOLUTIONS LLC | IGNITE POST ACUTE SOLUTIONS LLC | IGNITE-VILLA HOLDCO LLC | IGNITE-VILLA HOLDCO LLC | IGNITE-VILLA HOLDCO LLC | INSEL, DOVID | ISRAEL FAMILY INVESTMENT TR | ISRAEL FAMILY INVESTMENT TR | ISRAEL FAMILY INVESTMENT TR | ISRAEL INVESTMENT TR | ISRAEL INVESTMENT TR | ISRAEL INVESTMENT TR | KORN, ELI | KORN, ELI | MALT FAMILY TRUST | MEISNER, ROBERT | MYSTIC MEADOWS HOLDCO LLC | NAVAS-MIGUELOA, LUIS | NJ MAZEL PARENTCO LLC | NJ NOBLE PARENTCO LLC | NORTHSTAR HEALTHCARE INCOME INC | NORTHSTAR HEALTHCARE INCOME OPERATING PARTNERSHIP LP | PENNWOOD HOLDINGS LLC | PENNWOOD HOLDINGS LLC | PRESTIGE WORLDWIDE CROWN POINT LLC | PRESTIGE WORLDWIDE DYER LLC | PRESTIGE WORLDWIDE DYER LLC | RICHMOND, GREGORY | RICHMOND, JENNIFER | SGS 2010 FAMILY TRUST | SILVER NJ TR | SMILOW, ABRAHAM | SOUTH GEORGIA MEDICAL CENTER INC | STERN FAMILY INVESTMENT TR | STERN FAMILY INVESTMENT TR | STERN FAMILY INVESTMENT TR | TODD, TRACI | TOF I OPCO HOLDCO, LLC | TRILOGY HEALTHCARE HOLDINGS, INC. | TRILOGY HOLDINGS NT-HCI, LLC | TRILOGY INVESTORS, LLC | TRILOGY OPPORTUNITY FUND I, LLC | TRILOGY REAL ESTATE INVESTMENT TRUST | TRILOGY REIT HOLDINGS, LLC | TYH 2017 TRUST | WIELGUS, GEDALIAH | WIELGUS, GEDALIAH||100% | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | 100% | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | 100% | NO PERCENTAGE PROVIDED | 33% | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | 40% | 40% | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | 100% | 100% | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | 33% | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | 20% | 20% | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | 100% | 34% | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | 100% | 100% | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | 50% | 50% | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | 95% | 100% | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | 34% | 100% | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | NO PERCENTAGE PROVIDED | 40% | 40%"
