cms_certification_number,n_chow,is_chow,chow_1_date,chow_2_date,chow_3_date,chow_4_date,chow_5_date
445017,0,0,,,,,
445024,0,0,,,,,
445030,0,0,,,,,
445033,0,0,,,,,
445069,0,0,,,,,
445075,0,0,,,,,
445076,0,0,,,,,
445077,1,1,2019-01-01,,,,
445088,0,0,,,,,
445094,0,0,,,,,
445098,0,0,,,,,
445099,0,0,,,,,
445101,0,0,,,,,
445105,0,0,,,,,
445107,0,0,,,,,
445108,0,0,,,,,
445109,0,0,,,,,
445110,0,0,,,,,
445111,0,0,,,,,
445112,1,1,2017-03-01,,,,
445114,0,0,,,,,
445116,0,0,,,,,
445117,0,0,,,,,
445118,0,0,,,,,
445119,0,0,,,,,
445123,0,0,,,,,
445124,1,1,2016-09-01,,,,
445126,0,0,,,,,
445127,0,0,,,,,
445128,0,0,,,,,
445130,0,0,,,,,
445131,0,0,,,,,
445132,0,0,,,,,
445133,0,0,,,,,
445135,1,1,2016-09-01,,,,
445136,0,0,,,,,
445137,1,1,2016-09-01,,,,
445138,1,1,2016-09-01,,,,
445139,1,1,2018-02-01,,,,
445140,0,0,,,,,
445141,0,0,,,,,
445143,0,0,,,,,
445145,1,1,2016-09-01,,,,
445146,0,0,,,,,
445149,0,0,,,,,
445150,0,0,,,,,
445154,1,1,2016-07-01,,,,
445155,0,0,,,,,
445156,0,0,,,,,
445157,0,0,,,,,
445159,1,1,2017-03-01,,,,
445160,0,0,,,,,
445162,0,0,,,,,
445165,3,1,2017-03-31,2019-02-08,2022-06-01,,
445166,0,0,,,,,
445167,0,0,,,,,
445170,0,0,,,,,
445171,1,1,2016-08-01,,,,
445172,2,1,2017-09-01,2019-06-30,,,
445173,0,0,,,,,
445174,0,0,,,,,
445180,0,0,,,,,
445183,1,1,2016-07-01,,,,
445184,1,1,2018-05-17,,,,
445187,0,0,,,,,
445189,0,0,,,,,
445190,0,0,,,,,
445191,0,0,,,,,
445197,0,0,,,,,
445203,0,0,,,,,
445205,0,0,,,,,
445207,0,0,,,,,
445209,0,0,,,,,
445210,0,0,,,,,
445214,0,0,,,,,
445215,0,0,,,,,
445216,0,0,,,,,
445217,0,0,,,,,
445218,0,0,,,,,
445220,0,0,,,,,
445221,0,0,,,,,
445223,0,0,,,,,
445224,0,0,,,,,
445225,0,0,,,,,
445228,0,0,,,,,
445232,0,0,,,,,
445233,0,0,,,,,
445234,0,0,,,,,
445235,1,1,2019-10-31,,,,
445236,0,0,,,,,
445237,0,0,,,,,
445238,0,0,,,,,
445239,0,0,,,,,
445240,0,0,,,,,
445241,0,0,,,,,
445242,0,0,,,,,
445244,0,0,,,,,
445245,2,1,2017-09-01,2019-06-30,,,
445246,0,0,,,,,
445249,0,0,,,,,
445251,0,0,,,,,
445252,0,0,,,,,
445253,2,1,2017-09-02,2019-06-30,,,
445254,0,0,,,,,
445256,0,0,,,,,
445258,0,0,,,,,
445259,0,0,,,,,
445260,0,0,,,,,
445262,0,0,,,,,
445263,0,0,,,,,
445267,1,1,2019-08-01,,,,
445268,1,1,2019-08-01,,,,
445270,0,0,,,,,
445272,0,0,,,,,
445274,0,0,,,,,
445275,0,0,,,,,
445276,0,0,,,,,
445279,0,0,,,,,
445280,1,1,2023-08-01,,,,
445281,0,0,,,,,
445283,1,1,2018-09-01,,,,
445284,0,0,,,,,
445285,0,0,,,,,
445286,2,1,2017-09-01,2019-06-30,,,
445288,0,0,,,,,
445291,1,1,2019-11-07,,,,
445292,0,0,,,,,
445293,0,0,,,,,
445294,0,0,,,,,
445295,1,1,2022-01-01,,,,
445297,2,1,2017-09-01,2019-06-30,,,
445298,0,0,,,,,
445300,0,0,,,,,
445302,0,0,,,,,
445303,0,0,,,,,
445304,0,0,,,,,
445306,0,0,,,,,
445308,1,1,2015-10-01,,,,
445310,0,0,,,,,
445314,0,0,,,,,
445316,0,0,,,,,
445318,1,1,2016-08-01,,,,
445319,0,0,,,,,
445320,0,0,,,,,
445321,1,1,2019-04-01,,,,
445322,0,0,,,,,
445326,0,0,,,,,
445327,0,0,,,,,
445329,1,1,2019-11-01,,,,
445330,0,0,,,,,
445331,0,0,,,,,
445333,0,0,,,,,
445335,0,0,,,,,
445339,0,0,,,,,
445342,0,0,,,,,
445343,0,0,,,,,
445344,0,0,,,,,
445349,0,0,,,,,
445351,0,0,,,,,
445352,0,0,,,,,
445354,0,0,,,,,
445356,1,1,2019-03-01,,,,
445357,1,1,2017-07-21,,,,
445358,1,1,2016-08-01,,,,
445359,0,0,,,,,
445362,0,0,,,,,
445363,0,0,,,,,
445366,0,0,,,,,
445367,0,0,,,,,
445368,0,0,,,,,
445369,0,0,,,,,
445373,0,0,,,,,
445374,1,1,2019-06-30,,,,
445377,0,0,,,,,
445378,0,0,,,,,
445380,0,0,,,,,
445381,0,0,,,,,
445382,0,0,,,,,
445383,1,1,2020-09-19,,,,
445387,0,0,,,,,
445388,0,0,,,,,
445390,0,0,,,,,
445391,1,1,2019-12-01,,,,
445392,0,0,,,,,
445393,0,0,,,,,
445396,1,1,2016-08-01,,,,
445397,0,0,,,,,
445401,0,0,,,,,
445402,1,1,2019-03-01,,,,
445406,0,0,,,,,
445408,0,0,,,,,
445409,1,1,2016-09-01,,,,
445410,0,0,,,,,
445411,0,0,,,,,
445412,1,1,2017-12-31,,,,
445413,1,1,2017-12-31,,,,
445415,0,0,,,,,
445419,0,0,,,,,
445421,0,0,,,,,
445422,0,0,,,,,
445423,0,0,,,,,
445424,0,0,,,,,
445425,0,0,,,,,
445426,0,0,,,,,
445427,0,0,,,,,
445428,0,0,,,,,
445429,0,0,,,,,
445430,0,0,,,,,
445431,0,0,,,,,
445433,1,1,2017-04-27,,,,
445434,1,1,2018-05-17,,,,
445435,0,0,,,,,
445436,0,0,,,,,
445437,0,0,,,,,
445439,0,0,,,,,
445440,0,0,,,,,
445441,0,0,,,,,
445442,0,0,,,,,
445443,0,0,,,,,
445444,0,0,,,,,
445445,0,0,,,,,
445446,0,0,,,,,
445447,0,0,,,,,
445448,0,0,,,,,
445449,0,0,,,,,
445451,0,0,,,,,
445452,0,0,,,,,
445453,0,0,,,,,
445454,0,0,,,,,
445455,0,0,,,,,
445456,0,0,,,,,
445457,1,1,2015-10-01,,,,
445458,1,1,2017-05-01,,,,
445459,0,0,,,,,
445460,0,0,,,,,
445461,2,1,2015-12-31,2018-02-01,,,
445462,0,0,,,,,
445463,0,0,,,,,
445464,0,0,,,,,
445465,1,1,2018-05-01,,,,
445467,0,0,,,,,
445468,0,0,,,,,
445469,0,0,,,,,
445470,1,1,2017-01-31,,,,
445471,1,1,2017-04-28,,,,
445472,0,0,,,,,
445473,0,0,,,,,
445474,0,0,,,,,
445475,0,0,,,,,
445476,0,0,,,,,
445477,0,0,,,,,
445478,0,0,,,,,
445479,0,0,,,,,
445480,1,1,2016-08-01,,,,
445481,0,0,,,,,
445482,0,0,,,,,
445483,0,0,,,,,
445484,0,0,,,,,
445485,0,0,,,,,
445486,1,1,2017-09-01,,,,
445487,1,1,2016-08-01,,,,
445488,0,0,,,,,
445489,0,0,,,,,
445490,0,0,,,,,
445491,0,0,,,,,
445492,0,0,,,,,
445493,1,1,2016-08-30,,,,
445494,0,0,,,,,
445495,1,1,2018-10-13,,,,
445496,0,0,,,,,
445497,3,1,2017-03-01,2019-02-08,2022-06-01,,
445500,0,0,,,,,
445501,0,0,,,,,
445502,1,1,2016-08-01,,,,
445503,0,0,,,,,
445504,0,0,,,,,
445506,0,0,,,,,
445507,0,0,,,,,
445508,0,0,,,,,
445509,0,0,,,,,
445510,0,0,,,,,
445511,0,0,,,,,
445512,1,1,2017-12-01,,,,
445513,0,0,,,,,
445515,0,0,,,,,
445516,0,0,,,,,
445517,0,0,,,,,
445518,0,0,,,,,
445519,0,0,,,,,
445520,0,0,,,,,
445522,0,0,,,,,
445523,0,0,,,,,
445524,0,0,,,,,
445525,0,0,,,,,
445526,0,0,,,,,
445527,0,0,,,,,
445528,0,0,,,,,
445529,1,1,2019-05-31,,,,
445530,0,0,,,,,
445531,1,1,2018-06-07,,,,
445532,0,0,,,,,
445533,0,0,,,,,
445534,0,0,,,,,
445535,0,0,,,,,
445537,0,0,,,,,
445538,0,0,,,,,
445539,1,1,2022-06-29,,,,
445541,0,0,,,,,
455001,1,1,2020-03-12,,,,
455020,0,0,,,,,
455061,0,0,,,,,
455278,0,0,,,,,
455333,0,0,,,,,
455351,1,1,2018-12-01,,,,
455359,1,1,2016-03-31,,,,
455390,2,1,2019-08-01,2022-04-01,,,
455412,1,1,2021-04-01,,,,
455416,1,1,2021-09-01,,,,
455423,1,1,2023-03-01,,,,
455429,0,0,,,,,
455444,2,1,2019-05-01,2023-07-01,,,
455450,0,0,,,,,
455455,0,0,,,,,
455456,0,0,,,,,
455457,0,0,,,,,
455463,1,1,2017-03-31,,,,
455467,1,1,2017-04-01,,,,
455471,1,1,2018-02-01,,,,
455472,0,0,,,,,
455475,0,0,,,,,
455477,0,0,,,,,
455478,0,0,,,,,
455480,0,0,,,,,
455484,0,0,,,,,
455485,0,0,,,,,
455486,2,1,2017-08-01,2018-04-01,,,
455489,0,0,,,,,
455490,0,0,,,,,
455493,0,0,,,,,
455494,0,0,,,,,
455497,1,1,2017-04-01,,,,
455503,1,1,2022-05-31,,,,
455504,0,0,,,,,
455507,0,0,,,,,
455509,2,1,2020-11-30,2022-04-01,,,
455510,2,1,2023-07-07,2024-02-01,,,
455513,1,1,2019-04-01,,,,
455515,2,1,2014-07-01,2022-12-31,,,
455516,0,0,,,,,
455517,0,0,,,,,
455522,0,0,,,,,
455523,1,1,2017-04-01,,,,
455528,0,0,,,,,
455532,1,1,2017-03-31,,,,
455533,0,0,,,,,
455534,0,0,,,,,
455536,1,1,2022-09-01,,,,
455538,0,0,,,,,
455544,0,0,,,,,
455549,0,0,,,,,
455550,2,1,2018-06-30,2021-04-01,,,
455551,0,0,,,,,
455554,0,0,,,,,
455555,0,0,,,,,
455557,2,1,2018-07-01,2020-03-17,,,
455560,0,0,,,,,
455561,0,0,,,,,
455563,1,1,2022-03-12,,,,
455565,0,0,,,,,
455569,2,1,2015-03-01,2017-04-01,,,
455570,1,1,2022-06-01,,,,
455572,0,0,,,,,
455573,1,1,2017-03-31,,,,
455574,0,0,,,,,
455575,1,1,2022-12-15,,,,
455576,1,1,2017-03-31,,,,
455577,0,0,,,,,
455579,1,1,2023-04-01,,,,
455582,1,1,2017-03-31,,,,
455586,1,1,2023-12-01,,,,
455589,1,1,2019-12-01,,,,
455591,0,0,,,,,
455592,0,0,,,,,
455594,1,1,2017-03-31,,,,
455597,1,1,2017-03-31,,,,
455599,2,1,2018-09-01,2022-04-01,,,
455601,0,0,,,,,
455602,0,0,,,,,
455606,0,0,,,,,
455608,1,1,2022-10-01,,,,
455611,0,0,,,,,
455613,1,1,2018-02-01,,,,
455617,1,1,2022-12-01,,,,
455618,1,1,2021-04-30,,,,
455621,1,1,2017-09-01,,,,
455625,0,0,,,,,
455626,0,0,,,,,
455627,0,0,,,,,
455628,0,0,,,,,
455631,0,0,,,,,
455637,1,1,2017-03-31,,,,
455638,1,1,2022-04-01,,,,
455641,0,0,,,,,
455642,1,1,2020-11-01,,,,
455643,0,0,,,,,
455646,0,0,,,,,
455651,1,1,2017-03-31,,,,
455652,1,1,2017-03-31,,,,
455653,1,1,2015-11-30,,,,
455662,1,1,2018-04-01,,,,
455670,1,1,2021-05-01,,,,
455672,1,1,2019-06-01,,,,
455673,1,1,2021-12-16,,,,
455674,0,0,,,,,
455675,0,0,,,,,
455676,1,1,2017-02-01,,,,
455678,0,0,,,,,
455682,0,0,,,,,
455684,0,0,,,,,
455685,0,0,,,,,
455687,0,0,,,,,
455689,1,1,2017-04-01,,,,
455690,3,1,2015-02-28,2017-09-01,2021-05-01,,
455697,0,0,,,,,
455699,1,1,2017-04-01,,,,
455700,1,1,2020-01-01,,,,
455702,0,0,,,,,
455703,1,1,2021-04-01,,,,
455705,1,1,2020-01-01,,,,
455709,0,0,,,,,
455712,0,0,,,,,
455713,1,1,2017-09-30,,,,
455714,0,0,,,,,
455715,0,0,,,,,
455718,1,1,2018-10-01,,,,
455724,1,1,2018-07-01,,,,
455725,1,1,2019-04-01,,,,
455726,0,0,,,,,
455727,1,1,2017-03-31,,,,
455728,0,0,,,,,
455731,1,1,2023-03-01,,,,
455732,0,0,,,,,
455733,1,1,2017-03-31,,,,
455737,2,1,2021-05-01,2022-09-01,,,
455742,1,1,2016-01-19,,,,
455744,0,0,,,,,
455745,0,0,,,,,
455748,1,1,2019-09-01,,,,
455753,1,1,2017-01-01,,,,
455754,0,0,,,,,
455756,0,0,,,,,
455757,0,0,,,,,
455761,1,1,2021-10-01,,,,
455762,1,1,2016-09-30,,,,
455763,0,0,,,,,
455771,1,1,2020-05-31,,,,
455785,0,0,,,,,
455789,0,0,,,,,
455794,0,0,,,,,
455796,0,0,,,,,
455797,2,1,2018-09-01,2022-04-01,,,
455798,0,0,,,,,
455799,1,1,2018-08-15,,,,
455800,0,0,,,,,
455802,0,0,,,,,
455804,1,1,2016-05-20,,,,
455806,1,1,2017-04-01,,,,
455808,0,0,,,,,
455810,1,1,2020-09-01,,,,
455812,0,0,,,,,
455815,2,1,2023-07-07,2024-02-01,,,
455817,0,0,,,,,
455819,3,1,2017-03-31,2019-09-01,2022-11-01,,
455822,1,1,2018-04-01,,,,
455823,1,1,2023-02-01,,,,
455824,0,0,,,,,
455831,0,0,,,,,
455832,0,0,,,,,
455834,1,1,2017-03-31,,,,
455835,1,1,2017-03-31,,,,
455838,2,1,2018-03-01,2023-03-01,,,
455840,1,1,2022-06-01,,,,
455849,0,0,,,,,
455850,1,1,2022-10-01,,,,
455854,1,1,2020-01-01,,,,
455855,3,1,2016-02-29,2017-10-05,2020-11-30,,
455856,2,1,2017-01-01,2022-05-01,,,
455861,0,0,,,,,
455862,0,0,,,,,
455864,0,0,,,,,
455866,0,0,,,,,
455869,0,0,,,,,
455870,1,1,2020-01-01,,,,
455871,0,0,,,,,
455872,2,1,2012-01-01,2012-10-01,,,
455876,0,0,,,,,
455879,0,0,,,,,
455881,0,0,,,,,
455887,0,0,,,,,
455889,1,1,2020-02-29,,,,
455891,0,0,,,,,
455892,0,0,,,,,
455893,0,0,,,,,
455895,1,1,2023-02-01,,,,
455900,0,0,,,,,
455901,1,1,2019-06-15,,,,
455903,1,1,2020-12-01,,,,
455904,0,0,,,,,
455906,1,1,2021-10-01,,,,
455908,0,0,,,,,
455910,1,1,2019-06-01,,,,
455913,1,1,2020-01-01,,,,
455915,1,1,2022-04-01,,,,
455916,1,1,2023-07-01,,,,
455917,0,0,,,,,
455923,2,1,2020-03-13,2023-03-31,,,
455925,0,0,,,,,
455929,0,0,,,,,
455930,1,1,2020-11-30,,,,
455931,0,0,,,,,
455934,0,0,,,,,
455935,1,1,2023-04-01,,,,
455936,1,1,2017-11-02,,,,
455940,0,0,,,,,
455941,1,1,2022-05-31,,,,
455942,0,0,,,,,
455944,0,0,,,,,
455946,0,0,,,,,
455951,0,0,,,,,
455952,0,0,,,,,
455954,0,0,,,,,
455957,0,0,,,,,
455959,1,1,2021-05-01,,,,
455960,0,0,,,,,
455961,0,0,,,,,
455962,0,0,,,,,
455963,0,0,,,,,
455965,1,1,2017-03-31,,,,
455968,1,1,2019-01-01,,,,
455969,0,0,,,,,
455970,1,1,2017-04-01,,,,
455972,0,0,,,,,
455974,0,0,,,,,
455975,0,0,,,,,
455983,0,0,,,,,
455985,1,1,2023-03-01,,,,
455986,1,1,2023-04-01,,,,
455987,0,0,,,,,
455989,0,0,,,,,
455994,1,1,2018-05-31,,,,
455996,1,1,2023-04-01,,,,
455999,0,0,,,,,
465003,2,1,2017-04-30,2017-06-01,,,
465006,0,0,,,,,
465009,1,1,2016-11-30,,,,
465020,0,0,,,,,
465049,0,0,,,,,
465057,0,0,,,,,
465059,0,0,,,,,
465062,1,1,2016-04-17,,,,
465064,2,1,2015-04-30,2016-11-30,,,
465066,0,0,,,,,
465067,0,0,,,,,
465069,0,0,,,,,
465072,0,0,,,,,
465074,0,0,,,,,
465075,1,1,2015-11-01,,,,
465078,1,1,2017-06-27,,,,
465079,0,0,,,,,
465082,1,1,2017-04-30,,,,
465083,2,1,2016-08-01,2016-12-01,,,
465084,1,1,2016-05-31,,,,
465085,0,0,,,,,
465086,0,0,,,,,
465088,1,1,2017-04-01,,,,
465089,0,0,,,,,
465090,0,0,,,,,
465091,0,0,,,,,
465092,0,0,,,,,
465093,0,0,,,,,
465094,0,0,,,,,
465095,1,1,2016-04-30,,,,
465096,0,0,,,,,
465097,0,0,,,,,
465098,0,0,,,,,
465100,0,0,,,,,
465101,0,0,,,,,
465102,0,0,,,,,
465104,0,0,,,,,
465107,0,0,,,,,
465108,0,0,,,,,
465109,0,0,,,,,
465111,0,0,,,,,
465112,0,0,,,,,
465115,1,1,2019-08-01,,,,
465116,0,0,,,,,
465117,0,0,,,,,
465119,0,0,,,,,
465124,0,0,,,,,
465125,0,0,,,,,
465128,1,1,2017-04-01,,,,
465129,0,0,,,,,
465130,0,0,,,,,
465137,0,0,,,,,
465139,0,0,,,,,
465143,2,1,2016-02-02,2019-01-01,,,
465144,0,0,,,,,
465146,0,0,,,,,
465147,0,0,,,,,
465149,0,0,,,,,
465150,0,0,,,,,
465152,1,1,2016-02-02,,,,
465153,0,0,,,,,
465155,0,0,,,,,
465156,0,0,,,,,
465157,0,0,,,,,
465158,1,1,2015-11-01,,,,
465159,1,1,2021-01-01,,,,
465160,0,0,,,,,
465162,0,0,,,,,
465163,0,0,,,,,
465165,0,0,,,,,
465166,1,1,2021-01-01,,,,
465167,0,0,,,,,
465168,1,1,2017-06-01,,,,
465169,0,0,,,,,
465170,1,1,2021-01-01,,,,
465171,0,0,,,,,
465172,0,0,,,,,
465173,0,0,,,,,
465174,0,0,,,,,
465175,0,0,,,,,
465176,0,0,,,,,
465177,0,0,,,,,
465178,1,1,2017-12-11,,,,
465179,2,1,2017-06-30,2017-07-01,,,
465180,0,0,,,,,
465181,0,0,,,,,
465182,1,1,2017-12-11,,,,
465183,1,1,2015-11-01,,,,
465184,1,1,2017-05-31,,,,
465185,0,0,,,,,
465186,0,0,,,,,
465188,1,1,2017-10-18,,,,
465189,1,1,2021-01-01,,,,
465190,1,1,2021-01-01,,,,
465191,0,0,,,,,
465192,0,0,,,,,
475003,1,1,2018-12-14,,,,
475008,0,0,,,,,
475010,1,1,2015-10-27,,,,
475012,0,0,,,,,
475014,0,0,,,,,
475017,0,0,,,,,
475018,0,0,,,,,
475019,0,0,,,,,
475020,0,0,,,,,
475021,0,0,,,,,
475023,0,0,,,,,
475025,0,0,,,,,
475026,0,0,,,,,
475027,0,0,,,,,
475029,0,0,,,,,
475030,1,1,2018-12-17,,,,
475032,0,0,,,,,
475033,0,0,,,,,
475036,0,0,,,,,
475037,1,1,2017-05-01,,,,
475039,0,0,,,,,
475040,2,1,2015-10-27,2024-03-01,,,
475042,0,0,,,,,
475043,0,0,,,,,
475044,0,0,,,,,
475045,0,0,,,,,
475046,0,0,,,,,
475047,0,0,,,,,
475048,0,0,,,,,
475049,0,0,,,,,
475050,0,0,,,,,
475052,0,0,,,,,
475053,0,0,,,,,
475055,0,0,,,,,
475056,0,0,,,,,
475057,0,0,,,,,
475058,0,0,,,,,
495002,0,0,,,,,
495011,0,0,,,,,
495013,0,0,,,,,
495015,0,0,,,,,
495019,1,1,2019-12-30,,,,
495034,0,0,,,,,
495038,0,0,,,,,
495045,0,0,,,,,
495046,1,1,2021-11-01,,,,
495057,0,0,,,,,
495068,0,0,,,,,
495071,0,0,,,,,
495077,0,0,,,,,
495079,0,0,,,,,
495085,0,0,,,,,
495086,3,1,2017-09-01,2019-07-01,2022-03-01,,
495087,1,1,2021-05-28,,,,
495092,0,0,,,,,
495093,1,1,2022-05-28,,,,
495096,0,0,,,,,
495097,1,1,2021-05-28,,,,
495099,1,1,2020-10-30,,,,
495102,0,0,,,,,
495105,1,1,2021-05-28,,,,
495106,0,0,,,,,
495107,1,1,2021-05-28,,,,
495108,1,1,2021-05-28,,,,
495109,0,0,,,,,
495112,1,1,2021-11-01,,,,
495114,0,0,,,,,
495115,1,1,2020-01-01,,,,
495118,1,1,2018-09-01,,,,
495120,0,0,,,,,
495121,0,0,,,,,
495123,1,1,2020-01-01,,,,
495126,0,0,,,,,
495127,0,0,,,,,
495131,0,0,,,,,
495133,1,1,2020-01-01,,,,
495134,0,0,,,,,
495135,0,0,,,,,
495139,0,0,,,,,
495140,0,0,,,,,
495141,0,0,,,,,
495142,1,1,2021-07-01,,,,
495143,0,0,,,,,
495144,0,0,,,,,
495146,3,1,2018-06-01,2019-07-01,2022-03-01,,
495147,3,1,2018-06-01,2019-07-01,2022-03-01,,
495149,0,0,,,,,
495150,2,1,2019-07-01,2022-03-01,,,
495151,3,1,2018-06-01,2019-07-01,2022-03-01,,
495152,0,0,,,,,
495153,0,0,,,,,
495155,0,0,,,,,
495156,3,1,2018-06-01,2019-02-01,2022-03-01,,
495160,0,0,,,,,
495165,0,0,,,,,
495166,0,0,,,,,
495168,0,0,,,,,
495171,0,0,,,,,
495173,1,1,2019-06-30,,,,
495174,0,0,,,,,
495178,1,1,2021-05-28,,,,
495179,0,0,,,,,
495183,0,0,,,,,
495184,0,0,,,,,
495185,2,1,2020-04-01,2022-03-01,,,
495186,1,1,2023-07-01,,,,
495187,1,1,2018-09-01,,,,
495188,1,1,2021-05-28,,,,
495189,1,1,2021-05-28,,,,
495190,0,0,,,,,
495191,0,0,,,,,
495192,1,1,2022-12-01,,,,
495193,1,1,2021-05-28,,,,
495194,0,0,,,,,
495196,1,1,2021-02-01,,,,
495197,0,0,,,,,
495199,1,1,2022-05-01,,,,
495200,0,0,,,,,
495201,1,1,2019-07-01,,,,
495202,1,1,2021-05-28,,,,
495203,1,1,2022-12-01,,,,
495204,1,1,2021-12-01,,,,
495205,2,1,2015-12-01,2019-08-15,,,
495206,1,1,2021-12-01,,,,
495207,1,1,2021-05-28,,,,
495209,1,1,2021-05-28,,,,
495210,1,1,2021-05-28,,,,
495211,0,0,,,,,
495213,1,1,2021-05-28,,,,
495215,1,1,2020-11-01,,,,
495216,1,1,2021-05-28,,,,
495217,0,0,,,,,
495218,0,0,,,,,
495220,0,0,,,,,
495221,0,0,,,,,
495225,0,0,,,,,
495226,0,0,,,,,
495227,1,1,2020-01-01,,,,
495230,1,1,2022-12-01,,,,
495232,0,0,,,,,
495233,0,0,,,,,
495234,2,1,2020-10-14,2022-03-01,,,
495235,1,1,2022-12-01,,,,
495236,1,1,2022-12-01,,,,
495237,1,1,2021-05-28,,,,
495240,0,0,,,,,
495241,3,1,2017-09-01,2019-07-01,2022-03-01,,
495242,0,0,,,,,
495243,1,1,2022-12-01,,,,
495244,0,0,,,,,
495245,0,0,,,,,
495246,0,0,,,,,
495247,3,1,2017-09-01,2019-07-01,2022-03-01,,
495248,1,1,2021-05-28,,,,
495249,1,1,2018-09-01,,,,
495250,0,0,,,,,
495252,0,0,,,,,
495253,0,0,,,,,
495254,0,0,,,,,
495255,1,1,2021-06-01,,,,
495256,0,0,,,,,
495257,0,0,,,,,
495258,0,0,,,,,
495259,0,0,,,,,
495260,1,1,2021-05-28,,,,
495261,0,0,,,,,
495262,0,0,,,,,
495264,0,0,,,,,
495266,1,1,2021-05-28,,,,
495267,0,0,,,,,
495268,1,1,2019-12-30,,,,
495269,0,0,,,,,
495270,1,1,2020-11-01,,,,
495272,1,1,2019-12-30,,,,
495273,0,0,,,,,
495274,0,0,,,,,
495275,1,1,2023-04-01,,,,
495276,0,0,,,,,
495277,2,1,2020-10-14,2022-03-01,,,
495279,1,1,2021-05-28,,,,
495280,0,0,,,,,
495281,0,0,,,,,
495282,1,1,2021-05-28,,,,
495283,0,0,,,,,
495286,0,0,,,,,
495287,1,1,2020-11-01,,,,
495288,0,0,,,,,
495291,1,1,2023-07-01,,,,
495292,0,0,,,,,
495293,1,1,2021-05-28,,,,
495294,1,1,2021-05-28,,,,
495295,1,1,2021-05-28,,,,
495296,2,1,2020-04-01,2022-03-01,,,
495297,1,1,2021-05-28,,,,
495299,0,0,,,,,
495300,0,0,,,,,
495301,0,0,,,,,
495302,3,1,2016-10-01,2021-05-31,2021-06-01,,
495303,2,1,2021-02-01,2023-03-01,,,
495305,0,0,,,,,
495306,1,1,2019-07-01,,,,
495308,2,1,2021-02-01,2023-03-01,,,
495309,2,1,2019-12-01,2022-03-01,,,
495311,0,0,,,,,
495312,0,0,,,,,
495315,0,0,,,,,
495316,1,1,2022-02-01,,,,
495317,0,0,,,,,
495318,0,0,,,,,
495319,1,1,2019-04-25,,,,
495320,0,0,,,,,
495321,0,0,,,,,
495323,0,0,,,,,
495324,0,0,,,,,
495325,0,0,,,,,
495326,1,1,2018-09-01,,,,
495327,1,1,2022-12-01,,,,
495328,0,0,,,,,
495330,0,0,,,,,
495331,0,0,,,,,
495332,0,0,,,,,
495333,1,1,2020-07-01,,,,
495334,1,1,2018-02-01,,,,
495336,0,0,,,,,
495337,1,1,2020-11-24,,,,
495338,2,1,2020-12-16,2022-03-01,,,
495339,1,1,2022-05-01,,,,
495340,0,0,,,,,
495342,0,0,,,,,
495343,2,1,2020-11-24,2022-03-01,,,
495344,0,0,,,,,
495345,0,0,,,,,
495347,0,0,,,,,
495348,0,0,,,,,
495349,0,0,,,,,
495350,0,0,,,,,
495352,0,0,,,,,
495353,0,0,,,,,
495354,0,0,,,,,
495355,0,0,,,,,
495356,0,0,,,,,
495357,0,0,,,,,
495358,2,1,2019-03-29,2021-05-16,,,
495359,0,0,,,,,
495360,0,0,,,,,
495361,1,1,2022-12-01,,,,
495362,0,0,,,,,
495363,1,1,2021-11-01,,,,
495364,2,1,2021-02-01,2023-03-01,,,
495365,0,0,,,,,
495366,0,0,,,,,
495367,0,0,,,,,
495368,0,0,,,,,
495369,0,0,,,,,
495370,0,0,,,,,
495371,0,0,,,,,
495372,1,1,2020-11-01,,,,
495373,0,0,,,,,
495375,2,1,2019-11-01,2022-03-01,,,
495377,0,0,,,,,
495378,1,1,2021-05-28,,,,
495379,1,1,2020-11-01,,,,
495380,0,0,,,,,
495381,1,1,2021-11-01,,,,
495383,0,0,,,,,
495385,0,0,,,,,
495386,0,0,,,,,
495387,0,0,,,,,
495388,0,0,,,,,
495389,1,1,2022-12-01,,,,
495390,0,0,,,,,
495391,1,1,2020-01-01,,,,
495392,1,1,2020-11-01,,,,
495393,0,0,,,,,
495394,0,0,,,,,
495395,0,0,,,,,
495396,0,0,,,,,
495397,0,0,,,,,
495398,0,0,,,,,
495399,0,0,,,,,
495400,0,0,,,,,
495401,0,0,,,,,
495402,0,0,,,,,
495403,0,0,,,,,
495404,0,0,,,,,
495405,0,0,,,,,
495406,0,0,,,,,
495407,0,0,,,,,
495408,0,0,,,,,
495409,0,0,,,,,
495410,0,0,,,,,
495411,0,0,,,,,
495412,0,0,,,,,
495413,0,0,,,,,
495415,0,0,,,,,
495416,0,0,,,,,
495417,1,1,2021-09-01,,,,
495418,1,1,2021-05-28,,,,
495419,0,0,,,,,
495420,1,1,2021-05-28,,,,
495421,0,0,,,,,
495422,0,0,,,,,
495423,1,1,2022-12-01,,,,
495424,1,1,2021-05-28,,,,
495425,1,1,2022-02-01,,,,
495426,1,1,2020-01-20,,,,
495427,0,0,,,,,
495428,1,1,2021-06-01,,,,
495429,0,0,,,,,
495430,0,0,,,,,
495431,0,0,,,,,
495432,0,0,,,,,
505004,2,1,2023-02-01,2023-02-28,,,
505009,2,1,2023-02-01,2023-03-01,,,
505010,0,0,,,,,
505016,0,0,,,,,
505017,1,1,2020-03-31,,,,
505024,1,1,2017-11-30,,,,
505027,0,0,,,,,
505033,0,0,,,,,
